Rank,name,Country,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,444bf
1041.0,Jaden Oliver Ryan Ah-Yuen,Mauritius,4820.0,1655.0,837.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,559.0,314.0,89.0,3.0
1041.0,Cayden Steenkamp,South Africa,4820.0,1708.0,983.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,360.0,314.0,89.0,3.0
1041.0,Ghrib Ichrak Essadah,Algeria,4820.0,1305.0,1336.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,410.0,314.0,89.0,3.0
1044.0,Bentayfor Yassine,Morocco,4826.0,890.0,1156.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1044.0,Yassine Mseddi,Tunisia,4826.0,1678.0,1062.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,317.0,314.0,89.0,3.0
1046.0,Meryame Arezki,Algeria,4828.0,1379.0,1080.0,385.0,158.0,57.0,40.0,17.0,24.0,346.0,53.0,168.0,715.0,314.0,89.0,3.0
1046.0,Mohamed Mostafa,Egypt,4828.0,555.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,251.0,53.0,168.0,1011.0,314.0,89.0,3.0
1048.0,Christiaan Prinsloo,South Africa,4830.0,1169.0,1337.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,555.0,314.0,89.0,3.0
1048.0,Ali Ayman,Egypt,4830.0,1389.0,1138.0,385.0,158.0,56.0,40.0,17.0,24.0,461.0,53.0,168.0,602.0,247.0,89.0,3.0
1050.0,Ahmed Fadi Mahamdi,Algeria,4832.0,1166.0,886.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1051.0,Nemiri Wail,Algeria,4833.0,2854.0,353.0,385.0,158.0,57.0,40.0,17.0,24.0,213.0,53.0,168.0,105.0,314.0,89.0,3.0
1052.0,Stefan Nell,South Africa,4834.0,1012.0,1080.0,385.0,158.0,57.0,40.0,17.0,24.0,423.0,53.0,168.0,1011.0,314.0,89.0,3.0
1052.0,Akande Tobi,Nigeria,4834.0,1003.0,1051.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1054.0,Jacus Horne,South Africa,4835.0,1082.0,973.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1055.0,Mohamed Diaa,Egypt,4836.0,1430.0,626.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1056.0,Dylan Adriaanse,South Africa,4838.0,524.0,1703.0,216.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1057.0,Tsaramanana Steve Randriambola,Madagascar,4839.0,356.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1057.0,Samkelo Dlamini,South Africa,4839.0,1017.0,1042.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1059.0,Christiaan Davel,South Africa,4841.0,1071.0,990.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1060.0,Groban Hendricks-Paulo,South Africa,4847.0,364.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1061.0,Hassan Eissa,Egypt,4852.0,1451.0,1036.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,596.0,314.0,89.0,3.0
1061.0,Ahmed Shahdah,Egypt,4852.0,1256.0,816.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1063.0,Dylan Tome,South Africa,4854.0,1411.0,663.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1064.0,Cuan Sarvanna,South Africa,4855.0,488.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,345.0,53.0,168.0,1011.0,314.0,89.0,3.0
1065.0,Luca Foster,South Africa,4856.0,373.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1066.0,Max Bradley Robertson,South Africa,4857.0,1469.0,1378.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,241.0,314.0,89.0,3.0
1067.0,Caleb Kinara,Kenya,4858.0,1555.0,571.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,963.0,314.0,89.0,3.0
1068.0,Antonio Pereira,South Africa,4862.0,379.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1069.0,Solomon Chege,Kenya,4863.0,380.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1070.0,Bryan Ralaivao,Madagascar,4864.0,1370.0,714.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1071.0,Gavriel Badu Egyir,Ghana,4870.0,387.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1071.0,Nada Bouteraa,Algeria,4870.0,1518.0,1101.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,482.0,314.0,89.0,3.0
1073.0,Jake Weinstein,South Africa,4874.0,1427.0,667.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1073.0,Jack van Niekerk,South Africa,4874.0,1112.0,982.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1075.0,Hajatiana Clément Ramonjiharison,Madagascar,4878.0,395.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1075.0,Keanu Nahum Murugan,South Africa,4878.0,395.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1077.0,Laiche Mohamed,Algeria,4880.0,1510.0,1201.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,400.0,314.0,89.0,3.0
1078.0,Yanis Ibrahimi,Morocco,4883.0,1473.0,630.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1078.0,Sam du Plessis,South Africa,4883.0,1218.0,1487.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,608.0,115.0,89.0,3.0
1080.0,Fehizoro Andriamasinoro,Madagascar,4885.0,402.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1081.0,Yanis Bessai,Algeria,4886.0,1216.0,1146.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,755.0,314.0,89.0,3.0
1081.0,Kayla Swarts,South Africa,4886.0,1348.0,1271.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,498.0,314.0,89.0,3.0
1083.0,Melvin Ngugi,Kenya,4888.0,405.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1084.0,Tahiry Fanambinana Rafidimanantsoa,Madagascar,4893.0,410.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1084.0,Joey Jooste,South Africa,4893.0,1248.0,865.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1086.0,Yaseen Ahmed Kelaiy Raslan,Egypt,4896.0,1164.0,952.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1087.0,Okorigba Dean,Nigeria,4897.0,414.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1088.0,Tyler Barry,South Africa,4900.0,1385.0,735.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1089.0,Luhan Olivier,South Africa,4912.0,971.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,469.0,314.0,89.0,3.0
1089.0,Andriantsihoaramahery Harentsoa Rakotovao,Madagascar,4912.0,429.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1091.0,Mohamed El Araby Ali,Egypt,4916.0,1078.0,1058.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1092.0,Fiyin Oyeleye,Nigeria,4920.0,547.0,1703.0,275.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1092.0,Uzuegbu Chukwudiebube Victor,Nigeria,4920.0,437.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1092.0,Alan van Tonder,South Africa,4920.0,961.0,1179.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1095.0,Gawie Beukman,South Africa,4922.0,1374.0,943.0,362.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,859.0,314.0,89.0,3.0
1096.0,Joshua Walker,South Africa,4924.0,1005.0,1158.0,366.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1097.0,Amnon Melzer,South Africa,4927.0,1391.0,756.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1098.0,Muhammad Jasat,South Africa,4929.0,493.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,414.0,53.0,168.0,1011.0,314.0,89.0,3.0
1099.0,Tiaan Pretorius,South Africa,4931.0,448.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1100.0,Akram Karoune,Algeria,4933.0,1337.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,124.0,314.0,89.0,3.0
1101.0,Benji Smit,South Africa,4935.0,1327.0,1122.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,717.0,314.0,89.0,3.0
1101.0,Ethan Scott Lovell,South Africa,4935.0,1660.0,879.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,627.0,314.0,89.0,3.0
1103.0,Lucas Martin,Mauritius,4937.0,454.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1104.0,Joshua Olivier,South Africa,4939.0,456.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1104.0,Onyeka-Ofodile Somto,Nigeria,4939.0,1342.0,817.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1106.0,Nathalie Bradnick,South Africa,4940.0,457.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1107.0,Byron Atkinson,South Africa,4941.0,1551.0,1196.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,425.0,314.0,89.0,3.0
1107.0,Yassin Elsayed Abd Elfattah,Egypt,4941.0,1361.0,800.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1107.0,Danté Faught,South Africa,4941.0,1371.0,1022.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,779.0,314.0,89.0,3.0
1107.0,Ishaan Parbhoo,South Africa,4941.0,1093.0,1068.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1111.0,Mandla Zondo,South Africa,4942.0,731.0,1506.0,318.0,150.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1112.0,Finoana Mickaël Andriamaroson,Madagascar,4943.0,460.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1113.0,Sibusiso Sethu Xolo,South Africa,4945.0,1066.0,1144.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,966.0,314.0,89.0,3.0
1114.0,Pero Brittz,South Africa,4949.0,1239.0,955.0,385.0,158.0,57.0,40.0,17.0,24.0,457.0,53.0,168.0,990.0,314.0,89.0,3.0
1115.0,Tsitohaina Ryan Rabemanantsoa,Madagascar,4951.0,468.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1116.0,Matthew Jean Thompson,South Africa,4952.0,1492.0,680.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1117.0,Karim Ashraf Farouk,Egypt,4959.0,476.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1118.0,Salim Ameziane,Morocco,4961.0,478.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1119.0,Chady Ben Hamida,Tunisia,4966.0,483.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1120.0,Harper Kelly,South Africa,4967.0,484.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1121.0,Yahya Ballim,South Africa,4970.0,1608.0,582.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1122.0,Aadam Maroof,South Africa,4972.0,1143.0,1049.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1122.0,Elisha Melzer,South Africa,4972.0,1521.0,671.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1124.0,Insaf Boussahi,Algeria,4974.0,1284.0,1069.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,852.0,314.0,89.0,3.0
1124.0,Pascal Rakotoarison,Madagascar,4974.0,491.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1126.0,Waldi van der Lingen,South Africa,4976.0,760.0,1703.0,359.0,158.0,57.0,40.0,17.0,24.0,439.0,53.0,168.0,1011.0,95.0,89.0,3.0
1127.0,Madani Aloui Yassine,Morocco,4978.0,495.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1128.0,Oussema Saïd,Tunisia,4981.0,1826.0,904.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,651.0,145.0,89.0,3.0
1128.0,Hayush Naicker,South Africa,4981.0,1425.0,1293.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,494.0,314.0,89.0,3.0
1130.0,Tharshan Pillay,South Africa,4982.0,1685.0,1138.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,390.0,314.0,89.0,3.0
1131.0,Ahmed Hafsawi,Tunisia,4984.0,1434.0,1250.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,531.0,314.0,89.0,3.0
1132.0,Ryan Livingston,South Africa,4985.0,1574.0,1079.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,563.0,314.0,89.0,3.0
1133.0,Khwezi Nyathi,South Africa,4987.0,504.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1134.0,Abdulaziz Mohamed Badran,Egypt,4989.0,1260.0,949.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1135.0,Corne De Villiers Potgieter,South Africa,4991.0,1142.0,1069.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1136.0,Boudiaf Mouhamed Raed,Algeria,4995.0,1442.0,773.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1137.0,Naella Zawadi,Kenya,4996.0,1298.0,918.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1138.0,Cruden Williams,South Africa,4997.0,1449.0,768.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1139.0,Rohan Ramrakha,Mauritius,5000.0,517.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1139.0,Zenibaa Seif Eddine,Algeria,5000.0,1483.0,1118.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,630.0,314.0,89.0,3.0
1141.0,Adai Prince Attah,Nigeria,5005.0,522.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1141.0,Olawale Isaac Modadeoluwa,Nigeria,5005.0,650.0,1703.0,257.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1143.0,Riad Erramdani,Morocco,5007.0,638.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,347.0,53.0,168.0,1011.0,314.0,89.0,3.0
1144.0,Kahoul Anas Abdallah,Algeria,5009.0,692.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,295.0,53.0,168.0,1011.0,314.0,89.0,3.0
1145.0,Wilhelm Gelderblom,South Africa,5011.0,1909.0,848.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,485.0,314.0,89.0,3.0
1146.0,Abdulrahman Ahmed,Sudan,5016.0,533.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1146.0,Malek Sabra,Egypt,5016.0,1677.0,1073.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,497.0,314.0,89.0,3.0
1148.0,Edoo Mohamad Ridwaan,Mauritius,5018.0,535.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1149.0,Chukwuemerie Osuagwu,Nigeria,5024.0,1325.0,919.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1150.0,Obi Chibuikem Emmanuel,Nigeria,5025.0,542.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1151.0,Karim Ben Ammar,Tunisia,5026.0,543.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1152.0,Cláudio Vidal da Silva Morais,Angola,5030.0,1201.0,1111.0,385.0,158.0,57.0,40.0,17.0,24.0,399.0,53.0,168.0,1011.0,314.0,89.0,3.0
1153.0,Alex Candiotes,South Africa,5032.0,1556.0,1216.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,491.0,314.0,89.0,3.0
1154.0,Nidhal Amamou,Tunisia,5034.0,1563.0,1190.0,323.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,162.0,587.0,307.0,89.0,3.0
1155.0,Siyabonga Charles Nobela,South Africa,5035.0,552.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1156.0,Dimar van der Linde,South Africa,5037.0,1180.0,1227.0,372.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,891.0,297.0,89.0,3.0
1157.0,Alexander Awosoji,Nigeria,5045.0,1292.0,973.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1158.0,Tino Randrianarison,Madagascar,5047.0,564.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1159.0,Zayd Patel,South Africa,5048.0,1697.0,1009.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,573.0,314.0,89.0,3.0
1159.0,Silethiwe Mngomezulu,South Africa,5048.0,1363.0,905.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1161.0,Robert Walker,South Africa,5049.0,1324.0,945.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1162.0,Gad Matisonn,South Africa,5050.0,1619.0,1093.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,569.0,314.0,89.0,3.0
1163.0,Chimaobi Amadi,Nigeria,5052.0,569.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1164.0,Menno Brandt,South Africa,5054.0,2066.0,870.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,349.0,314.0,89.0,3.0
1164.0,Nicolas Minnaar,South Africa,5054.0,571.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1166.0,Rado Tiana Rakotonomenjanahary,Madagascar,5055.0,572.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1167.0,Monish Jeetdeal,Mauritius,5056.0,1363.0,952.0,346.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1168.0,Oluwafeolami Sodeinde,Nigeria,5061.0,578.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1169.0,Francois Bosman,South Africa,5062.0,918.0,1703.0,239.0,158.0,57.0,40.0,17.0,24.0,268.0,53.0,168.0,1011.0,314.0,89.0,3.0
1170.0,Adai Praise Ejeh,Nigeria,5063.0,580.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1171.0,Imani Mhlaba,South Africa,5064.0,1501.0,783.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1172.0,Emmanuel Rahanitriniaina,Madagascar,5066.0,583.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1173.0,Ariclenes Ebenézer Dias Manuel,Angola,5067.0,707.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,338.0,53.0,168.0,1011.0,314.0,89.0,3.0
1174.0,Yusuf Momoniat,South Africa,5069.0,632.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,415.0,53.0,168.0,1011.0,314.0,89.0,3.0
1175.0,Jarred Sander,South Africa,5070.0,587.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1176.0,Niaan Human,South Africa,5071.0,1649.0,642.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1177.0,Moaz Elmekkawy,Egypt,5074.0,1359.0,962.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,984.0,314.0,89.0,3.0
1178.0,Ruhan Knoetze,South Africa,5076.0,1274.0,1249.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,784.0,314.0,89.0,3.0
1178.0,Muhammad Zayyaan Essop,South Africa,5076.0,1536.0,760.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1180.0,Keanan Christopher Pillay,South Africa,5079.0,1458.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,149.0,314.0,89.0,3.0
1180.0,Aidan Beukman,South Africa,5079.0,1387.0,912.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1182.0,Sarah Katz,South Africa,5080.0,1668.0,1127.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,516.0,314.0,89.0,3.0
1183.0,Piet Venter Michau,South Africa,5083.0,1770.0,970.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,574.0,314.0,89.0,3.0
1183.0,Yassin Elattar,Egypt,5083.0,1478.0,1311.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,656.0,183.0,89.0,3.0
1185.0,Abe Wickham,South Africa,5085.0,605.0,1703.0,382.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1186.0,Amani Thouri,Algeria,5087.0,1149.0,1438.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,731.0,314.0,89.0,3.0
1187.0,Tsiory Randriamisaina,Madagascar,5091.0,608.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1188.0,Nathan Fatti,South Africa,5093.0,1410.0,1495.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,599.0,134.0,89.0,3.0
1189.0,Heinrich Pieters,South Africa,5095.0,1868.0,1006.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,452.0,314.0,89.0,3.0
1190.0,David Uys,South Africa,5096.0,1722.0,833.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,772.0,314.0,89.0,3.0
1191.0,Ujuatonu Michael Onyedikachi,Nigeria,5097.0,614.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1191.0,Liteboho Martin Mobe,Lesotho,5097.0,614.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1193.0,Ethan Zeeman,South Africa,5098.0,1561.0,757.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1193.0,Tristan Berlyn,South Africa,5098.0,1221.0,1097.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1195.0,Brady Noah Hunsley,South Africa,5100.0,1099.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,603.0,240.0,89.0,3.0
1196.0,Bernard Badu Arkoh,Ghana,5101.0,1094.0,1484.0,351.0,158.0,57.0,40.0,17.0,24.0,247.0,53.0,168.0,1002.0,314.0,89.0,3.0
1197.0,Kai Yates,South Africa,5103.0,1447.0,876.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
