Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,444bf
164.0,Stefan Schoeman,1605.0,300.0,424.0,230.0,103.0,38.0,32.0,11.0,19.0,100.0,40.0,115.0,27.0,100.0,63.0,3.0
165.0,Kai van der Vyver,1608.0,283.0,323.0,164.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,66.0,176.0,49.0,63.0,3.0
165.0,Raphael Gerson,1608.0,267.0,166.0,141.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,161.0,211.0,63.0,3.0
167.0,Kimon Candiotes,1611.0,328.0,335.0,173.0,103.0,38.0,32.0,11.0,19.0,199.0,40.0,115.0,45.0,107.0,63.0,3.0
168.0,Carlu van der Merwe,1612.0,306.0,131.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,72.0,211.0,63.0,3.0
169.0,Rohan Rossouw,1639.0,140.0,175.0,91.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,360.0,211.0,63.0,3.0
170.0,Eli Aufrichtig,1642.0,203.0,268.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,237.0,42.0,63.0,3.0
171.0,Caitlin Courie,1651.0,82.0,353.0,94.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,249.0,211.0,63.0,3.0
171.0,Shahil Koovarjee,1651.0,196.0,220.0,132.0,74.0,38.0,32.0,11.0,19.0,81.0,40.0,115.0,416.0,211.0,63.0,3.0
173.0,Mahir Ambelal,1653.0,151.0,160.0,55.0,63.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,456.0,209.0,63.0,3.0
174.0,Luca Frigyik,1671.0,71.0,98.0,47.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,582.0,211.0,63.0,3.0
