Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,444bf,333mbf
103.0,Samuel Pereira,959.0,49.0,295.0,48.0,71.0,27.0,18.0,22.0,27.0,38.0,33.0,27.0,208.0,61.0,29.0,2.0,4.0
103.0,Mario Delgado,959.0,143.0,100.0,127.0,71.0,27.0,18.0,22.0,27.0,71.0,33.0,16.0,208.0,61.0,29.0,2.0,4.0
105.0,Samir Ibrahim,965.0,187.0,101.0,104.0,71.0,27.0,18.0,22.0,27.0,123.0,33.0,56.0,100.0,61.0,29.0,2.0,4.0
106.0,Adrian Reyes,968.0,63.0,98.0,82.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
107.0,Jean Villamon,969.0,133.0,74.0,114.0,71.0,27.0,18.0,22.0,27.0,90.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
108.0,Luis Jesus Namuche,971.0,89.0,88.0,155.0,71.0,27.0,18.0,22.0,27.0,81.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
109.0,Arthur Faneite Heredia,973.0,283.0,15.0,155.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,44.0,40.0,36.0,29.0,2.0,4.0
109.0,Jose Gregorio Pinto,973.0,125.0,153.0,120.0,71.0,27.0,18.0,22.0,22.0,151.0,33.0,36.0,132.0,28.0,29.0,2.0,4.0
111.0,Carlos Enrique Sosa Romero,975.0,53.0,295.0,155.0,71.0,27.0,18.0,22.0,27.0,24.0,33.0,56.0,98.0,61.0,29.0,2.0,4.0
112.0,Samuel Boada,978.0,138.0,141.0,98.0,61.0,27.0,18.0,15.0,27.0,60.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
113.0,Samuel Andrés Pirela Calderón,980.0,148.0,173.0,90.0,71.0,27.0,18.0,22.0,27.0,155.0,33.0,26.0,94.0,61.0,29.0,2.0,4.0
114.0,Luis Valencia,989.0,171.0,85.0,97.0,65.0,27.0,18.0,22.0,27.0,84.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
115.0,Edwin Bustamante,990.0,88.0,144.0,155.0,71.0,27.0,18.0,22.0,27.0,61.0,33.0,56.0,192.0,61.0,29.0,2.0,4.0
116.0,Jose Marín,996.0,157.0,211.0,99.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,13.0,60.0,29.0,2.0,4.0
116.0,Angel Morales,996.0,59.0,57.0,155.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
118.0,Kerwil Abache,1004.0,106.0,147.0,155.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,79.0,61.0,29.0,2.0,4.0
118.0,Jesus Chauvin,1004.0,83.0,95.0,155.0,71.0,27.0,18.0,22.0,27.0,113.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
120.0,Joel Corona,1006.0,155.0,218.0,109.0,71.0,27.0,18.0,22.0,27.0,78.0,33.0,56.0,96.0,61.0,29.0,2.0,4.0
120.0,Franklin Gonzalez,1006.0,103.0,174.0,68.0,57.0,27.0,18.0,22.0,27.0,117.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
122.0,Osber Leonardo Pinto Bastidas,1013.0,87.0,295.0,54.0,59.0,27.0,18.0,16.0,27.0,37.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
123.0,Angel Garzon Zambrano,1019.0,177.0,66.0,106.0,71.0,27.0,18.0,22.0,27.0,112.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
124.0,Cesar Bustamante,1023.0,93.0,295.0,155.0,71.0,27.0,18.0,22.0,27.0,57.0,33.0,56.0,73.0,61.0,29.0,2.0,4.0
125.0,Andrés Méndez,1025.0,75.0,295.0,11.0,13.0,4.0,18.0,22.0,27.0,167.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
126.0,Dainer Contreras,1027.0,79.0,68.0,155.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
