Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,333mbf
144.0,Aidar Akapov (Айдар Акапов),641.0,138.0,120.0,74.0,24.0,3.0,2.0,5.0,2.0,50.0,4.0,29.0,114.0,55.0,19.0,2.0
145.0,Aidar Nogoev (Айдар Ногоев),642.0,111.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
146.0,Kairat Tolubaev,644.0,181.0,70.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
146.0,Anuar Abakirov,644.0,181.0,96.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,91.0,55.0,19.0,2.0
148.0,Baitur Turdubekov (Байтур Турдубеков),645.0,181.0,71.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
149.0,Alim Akhmetov (Алим Ахметов),647.0,171.0,110.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,90.0,55.0,19.0,2.0
150.0,Omurbek Kozhomberdiev (Омурбек Кожомбердиев),649.0,149.0,127.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,97.0,55.0,19.0,2.0
150.0,Iliyas Rysaliev (Ильяс Рысалиев),649.0,118.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
152.0,Darina Burdyaeva,650.0,154.0,138.0,72.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,109.0,33.0,19.0,2.0
153.0,Erjan Djumagulov (Эржан Джумагулов),651.0,120.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
